0	39.758047	-104.987555
1	37.584103	-122.366083
2	39.758302	-104.984703
3	37.753798	-122.394744
4	60.160396	24.813027
5	37.748169	-122.366083
6	41.927906	-87.705783
7	37.580304	-122.345633
8	39.727314	-105.000522
9	37.579409	-122.345601
10	48.151627	6.087611
11	37.502179	-122.164258
12	39.739888	-105.000282
13	39.741156	-104.989133
14	39.746182	-104.981275
15	40.018147	-105.280990
16	37.331698	-121.891156
17	40.015831	-105.273717
18	41.822389	-71.416897
19	40.039264	-76.430796
20	39.740384	-104.965606
21	39.739154	-104.950814
22	39.715842	-94.740732
23	37.580304	-122.345370
24	39.502453	-106.154422
25	39.909088	-105.110892
26	60.166970	24.608718
27	40.017351	-105.265505
28	49.603333	6.095556
29	39.762146	-105.086650
30	39.739154	-104.991495
31	40.730474	-73.992953
32	39.742304	-105.069176
33	49.741667	6.106111
34	39.754703	-105.068463
35	39.758360	-104.969761
36	35.785520	-78.647007
37	39.728292	-105.208967
38	60.175556	24.813027
39	39.739154	-104.987540
40	38.772771	-104.982480
41	39.746699	-104.984703
42	37.580304	-122.324447
43	39.748633	-105.004112
44	38.232417	-122.636652
45	39.453461	-105.015800
46	37.579519	-122.343679
47	39.719424	-104.955012
48	49.611667	6.148333
49	40.017020	-105.277349
50	40.015733	-105.258794
51	39.749574	-104.999541
52	39.739154	-104.990968
53	49.611667	6.153455
54	39.762146	-104.995164
55	39.822854	-105.068532
56	37.579660	-122.325525
57	39.711166	-105.004686
58	41.823989	-105.270546
59	59.329468	18.062639
60	49.623889	6.149444
61	39.748633	-105.001586
62	40.017249	-105.278775
63	39.825947	-105.081791
64	39.710197	-104.986155
65	37.784334	-115.117941
66	39.718599	-104.955863
67	39.755127	-104.991483
68	40.014986	-105.270546
69	37.776148	-122.394790
70	37.331677	-122.027435
71	39.878664	-105.176231
72	39.741918	-104.980110
74	37.584103	-122.325525
75	40.014986	-105.270546
76	39.747265	-104.998425
77	49.595808	6.150000
78	36.134773	-86.800419
79	49.603333	6.095556
80	40.016382	-105.281582
81	39.744230	-104.963602
82	39.739154	-104.984703
83	41.823085	-71.438509
84	39.802764	-105.037205
85	39.532335	-106.193192
86	39.739154	-104.984703
87	39.753987	-104.997925
88	39.689368	-104.980764
89	37.444075	-122.182187
90	37.399972	-122.098531
91	37.584103	-122.114535
92	39.755306	-104.996182
93	60.167200	24.944129
94	39.712495	-104.984703
95	52.376728	4.843874
96	39.602367	-104.902997
97	60.175556	24.944572
98	39.739154	-104.984703
99	40.756424	-73.987747
100	49.748889	6.106111
101	40.017275	-105.280801
102	47.243791	-122.296194
103	47.443033	-122.301033
104	40.016210	-105.251289
105	39.752307	-105.000087
106	39.758015	-105.011242
107	40.014986	-105.270546
108	42.231704	-71.442856
109	37.794809	-122.163275
110	47.610377	-97.743061
111	39.739154	-104.984703
112	39.988793	-105.246740
113	37.692236	-97.337545
114	49.748889	6.106111
115	39.920541	-105.086650
116	37.779160	-115.031616
117	38.883372	-77.086146
118	39.739154	-104.984703
119	40.068458	-105.029842
120	39.540811	-105.270546
121	39.753790	-104.998482
122	59.742500	10.211667
123	37.577790	-122.343679
124	37.580304	-122.343679
125	37.774929	-122.419415
126	38.280181	-122.014789
127	37.386052	-122.036350
128	37.563665	-122.310699
129	37.580957	-122.365226
130	40.714269	-79.008362
131	37.666737	-122.345247
132	40.750336	-74.024516
133	37.562669	-122.337351
134	39.199829	-77.065354
135	37.511094	-122.143019
136	37.584103	-122.366083
137	37.579726	-122.284958
138	34.128057	-118.319085
139	37.654656	-122.407750
140	37.580304	-122.343679
142	37.580304	-122.343679
143	39.754373	-104.918396
144	29.467228	-98.475913
145	39.099275	-76.848306
146	38.946590	-94.670792
147	35.077434	-93.393518
148	42.359411	-88.027863
149	37.487283	-122.282446
150	40.299530	-111.671704
151	51.556347	-0.100272
152	39.718017	-105.081373
153	39.802764	-105.203953
154	50.731644	-1.857819
155	45.523452	-122.810933
156	38.971476	-95.235250
157	33.748995	-84.387982
158	36.852926	-76.144620
159	37.921756	-83.555212
160	3.618274	72.776184
161	33.430963	-111.941114
162	39.718017	-104.942111
163	37.339386	-121.910497
164	37.324019	-121.861921
165	41.449552	2.205722
166	38.793447	-77.271651
167	39.739154	-104.984703
168	39.637067	-105.090727
169	39.914279	-105.074592
170	32.826502	-97.055926
171	39.747677	-104.992380
172	39.809529	-105.070814
173	40.635601	-111.823008
174	34.692249	135.502657
175	39.741473	-105.077071
176	42.092561	-76.798887
177	38.711600	-121.308189
178	38.385389	-85.388456
179	45.891937	-123.957809
180	39.755543	-104.872219
181	30.050000	31.250000
182	32.958634	-97.131655
183	39.920541	-105.089706
184	38.869890	-104.849251
185	40.585260	-105.084423
186	34.270681	-118.874538
187	39.748205	-104.984887
188	37.339386	-121.894955
